name,family,reward,guide,guide_type,objective,replay,beta,temp,guide_source,n_traj,delivered_frac,argmax_flip_rate,sample_flip_rate,mean_total_variation,mean_KL,mean_prior_top1_gap,flip_rate_high_gap,flip_rate_low_gap,frac_states_high_gap,n_states,n_positions_reported,deepest_position_reached,ckpt
sweep-nitrogen-hidden-db-replay_on-b1,sweep,nitrogen,hidden,HiddenGuide,db,on,1,1.0,ema,400,1.0,0.023938522777532067,0.011222910216718266,0.009206329875085233,0.009140927942774537,16.28733835216119,0.00046012269938650307,0.039025356576862125,0.7209199469261389,18088,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_on-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-revkl-replay_off-b1,sweep,nitrogen,hidden,HiddenGuide,revkl,off,1,1.0,ema,400,1.0,0.006984410795105325,0.002626138458959602,0.002596643909576249,0.00024134459171217554,16.351425108659424,0.0,0.009131532931804935,0.7124099011007431,17897,,,logs/quetzal-gfn/sweep-nitrogen-hidden-revkl-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-rtb-replay_off-b1,sweep,nitrogen,hidden,HiddenGuide,rtb,off,1,1.0,ema,400,1.0,0.003131524008350731,0.004779694539061642,0.0035474901081934025,0.0003181199619402411,16.31034525183973,0.0,0.01693265862203192,0.7177233271069113,18202,,,logs/quetzal-gfn/sweep-nitrogen-hidden-rtb-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_off-b10,sweep,nitrogen,hidden,HiddenGuide,db,off,10,0.3,ema,400,1.0,0.051967132829079825,0.02889481416988627,0.028604224300684263,0.16576173860058804,16.157046298489785,0.00030714889042463337,0.09843107956667912,0.708657561081787,18377,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_on-b10,sweep,nitrogen,hidden,HiddenGuide,db,on,10,0.3,ema,400,1.0,0.03186555355486441,0.01691493425001364,0.016840699780996435,0.027512562293954906,16.298522113329224,0.0002292701566679404,0.058565433040824115,0.7139739182626725,18327,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_on-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-revkl-replay_off-b10,sweep,nitrogen,hidden,HiddenGuide,revkl,off,10,0.3,ema,400,1.0,0.012553448086832585,0.007564959982458064,0.007037222060805351,0.006387586502090694,16.14387864473684,0.0,0.026472280836370612,0.7142308957351168,18242,,,logs/quetzal-gfn/sweep-nitrogen-hidden-revkl-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-rtb-replay_off-b10,sweep,nitrogen,hidden,HiddenGuide,rtb,off,10,0.3,ema,400,1.0,0.010172490048651039,0.014484741264927024,0.01428465491177813,0.012163614834395865,16.193444244421883,0.0,0.05009560229445507,0.710858027421495,18088,,,logs/quetzal-gfn/sweep-nitrogen-hidden-rtb-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_off-b10,sweep,nitrogen,hidden,HiddenGuide,db,off,10,1.0,ema,400,1.0,0.04861799361303821,0.022244246228388945,0.022181806186198756,0.03364930348193329,16.49049781301108,0.00022841480127912289,0.07975338106603024,0.7231582424843079,18162,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_on-b10,sweep,nitrogen,hidden,HiddenGuide,db,on,10,1.0,ema,400,1.0,0.027913429522752498,0.01564927857935627,0.01616630183725039,0.013081662035504187,16.309532494073967,0.000154834713942866,0.05486968449931413,0.7168146503884573,18020,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_on-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-revkl-replay_off-b10,sweep,nitrogen,hidden,HiddenGuide,revkl,off,10,1.0,ema,400,1.0,0.01107603699396356,0.008971589965110483,0.008114222360037239,0.0033188106051919154,16.567664791660043,0.0,0.032661290322580645,0.7253142825497038,18057,,,logs/quetzal-gfn/sweep-nitrogen-hidden-revkl-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-rtb-replay_off-b10,sweep,nitrogen,hidden,HiddenGuide,rtb,off,10,1.0,ema,400,1.0,0.008671637669152167,0.01579674123170395,0.012844466549907611,0.004854113795428681,16.48370914201123,7.676364473785215e-05,0.05612445844820796,0.7195249930958298,18105,,,logs/quetzal-gfn/sweep-nitrogen-hidden-rtb-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_off-b1,sweep,nitrogen,tempgain,TempGainGuide,db,off,1,0.3,ema,400,1.0,0.01833351630255791,0.003458118344494456,0.003547976276443671,0.001851921894288882,16.17721208660751,0.0,0.012129380053908356,0.7148973542650127,18218,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_on-b1,sweep,nitrogen,tempgain,TempGainGuide,db,on,1,0.3,ema,400,1.0,0.022208850719326077,0.0057436682894808815,0.00472659496264365,0.0016640327739687812,16.224783120756044,0.0,0.020103388856978748,0.7142935288003939,18281,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_on-b1/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_off-b1,sweep,nitrogen,tempgain,TempGainGuide,db,off,1,1.0,ema,400,1.0,0.015203085999546177,0.003800771499886544,0.0030846853944427417,0.0011005821875375093,16.327879824983526,0.0,0.013480885311871227,0.7180621738143862,17628,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_on-b1,sweep,nitrogen,tempgain,TempGainGuide,db,on,1,1.0,ema,400,1.0,0.01874755162572052,0.0037495103251441045,0.004052722843410937,0.0015084237121404352,16.40672618582677,0.0,0.013248961835080087,0.7169959147126308,17869,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_on-b1/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_off-b10,sweep,nitrogen,tempgain,TempGainGuide,db,off,10,0.3,ema,400,1.0,0.009359870898332437,0.008337816030123723,0.00830547198051621,0.008678626261749128,16.253392507492567,0.0,0.0296140619029423,0.7184507799892416,18590,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_on-b10,sweep,nitrogen,tempgain,TempGainGuide,db,on,10,0.3,ema,400,1.0,0.013854580603587154,0.007142090001073999,0.006519591571933621,0.004395203947399942,16.396889425043568,0.0,0.02538167938931298,0.7186123939426485,18622,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_on-b10/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_off-b10,sweep,nitrogen,tempgain,TempGainGuide,db,off,10,1.0,ema,400,1.0,0.009351963912421608,0.010782264275497855,0.00982794666588582,0.006727847142183346,16.55736618554032,0.0001525669387443741,0.03827184849082659,0.7211464407525581,18178,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-tempgain-db-replay_on-b10,sweep,nitrogen,tempgain,TempGainGuide,db,on,10,1.0,ema,400,1.0,0.013204951856946355,0.009188445667125173,0.00828905877561682,0.0037297787801532944,16.374645927250796,0.0,0.032433482229559135,0.7166987620357634,18175,,,logs/quetzal-gfn/sweep-nitrogen-tempgain-db-replay_on-b10/checkpoints/last.ckpt
sweep-osim-base-db-replay_off-b1,sweep,osim,base,TempGainGuide,db,off,1,0.3,ema,400,1.0,0.010727969348659003,0.004597701149425287,0.004923672286431302,0.02058201994479029,16.346066963626964,0.00030576364470264486,0.015420200462606014,0.7160372194854954,18270,,,logs/quetzal-gfn/sweep-osim-base-db-replay_off-b1/checkpoints/last.ckpt
sweep-osim-base-db-replay_on-b1,sweep,osim,base,TempGainGuide,db,on,1,0.3,ema,400,1.0,0.0144997843898232,0.00603708495040966,0.007087945662351891,0.023127623972002378,16.27123111103464,0.00045092439500977,0.020205871139916128,0.7172272531263476,18552,,,logs/quetzal-gfn/sweep-osim-base-db-replay_on-b1/checkpoints/last.ckpt
sweep-osim-base-rtb-replay_off-b1,sweep,osim,base,TempGainGuide,rtb,off,1,0.3,ema,400,1.0,0.000821557673348669,0.0013692627889144485,0.0013094834742790492,0.00013127479332615086,16.454545761933264,0.0,0.004944620253164557,0.723080293569942,18258,,,logs/quetzal-gfn/sweep-osim-base-rtb-replay_off-b1/checkpoints/last.ckpt
sweep-osim-base-rtb-replay_on-b1,sweep,osim,base,TempGainGuide,rtb,on,1,0.3,ema,400,1.0,0.0017784694047685212,0.0024453954315567165,0.0020032694509878276,0.00023380927434633533,16.08247321876234,0.0,0.008339651250947688,0.70677485688879,17993,,,logs/quetzal-gfn/sweep-osim-base-rtb-replay_on-b1/checkpoints/last.ckpt
sweep-osim-base-db-replay_off-b1,sweep,osim,base,TempGainGuide,db,off,1,1.0,ema,400,1.0,0.009722299826786612,0.004470022908867408,0.0037801276346908583,0.005530061105285762,16.550512721060695,0.0002317497103128621,0.015549273021001616,0.7233055819411075,17897,,,logs/quetzal-gfn/sweep-osim-base-db-replay_off-b1/checkpoints/last.ckpt
sweep-osim-base-db-replay_on-b1,sweep,osim,base,TempGainGuide,db,on,1,1.0,ema,400,1.0,0.012007050011015642,0.006994932804582507,0.00535655218119378,0.0062840381898377545,16.220041383019257,0.00030845157310302283,0.023708558211256746,0.7142542410222515,18156,,,logs/quetzal-gfn/sweep-osim-base-db-replay_on-b1/checkpoints/last.ckpt
sweep-osim-base-rtb-replay_off-b1,sweep,osim,base,TempGainGuide,rtb,off,1,1.0,ema,400,1.0,0.0006715165081141578,0.0020145495243424735,0.0013227207474584498,7.236012115445948e-05,16.34996406713143,0.0,0.007058823529411765,0.7146054840514829,17870,,,logs/quetzal-gfn/sweep-osim-base-rtb-replay_off-b1/checkpoints/last.ckpt
sweep-osim-base-rtb-replay_on-b1,sweep,osim,base,TempGainGuide,rtb,on,1,1.0,ema,400,1.0,0.0014417211933015416,0.0027725407563491183,0.0016969914487839236,9.015721848138672e-05,16.326631324973672,0.0,0.009788566953797965,0.7167572363313741,18034,,,logs/quetzal-gfn/sweep-osim-base-rtb-replay_on-b1/checkpoints/last.ckpt
